max_depth,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,presort,accuracy
[None],"['best', 'random']","[2, 10, 100]","[1, 10, 100]","[0.0, 0.1, 0.5, 0.3]","[None, 'auto', 'sqrt', 'log2', 1, 5, 10, 0.1, 0.5, 0.8]","[None, 2, 10, 100]","[0.0, 0.1, 0.0005, 1e-05]","[False, True]",prediction
,random,10,1,0.0,10,,0.0005,False,0.8286516853932581
,random,10,1,0.0,0.8,10,0.0,True,0.8103932584269661
,random,10,1,0.0,0.8,10,0.0,False,0.8103932584269661
,random,10,1,0.0,0.8,10,1e-05,False,0.8103932584269661
,random,10,1,0.0,0.8,100,0.0005,False,0.8103932584269661
,random,2,1,0.0,0.8,10,1e-05,True,0.8103932584269661
,best,10,1,0.0,0.5,100,0.0005,True,0.808988764044943
,random,2,1,0.0,10,10,0.0,True,0.8075842696629211
,random,2,1,0.0,,10,1e-05,True,0.8075842696629211
,best,10,10,0.0,5,,1e-05,True,0.8047752808988761
,random,2,1,0.0,10,,0.0005,False,0.8047752808988761
,best,10,10,0.0,0.8,100,0.0005,True,0.803370786516853
,best,10,10,0.0,0.8,100,0.0,True,0.803370786516853
,random,10,10,0.0,10,10,0.0005,False,0.803370786516853
,random,10,10,0.0,10,10,1e-05,False,0.803370786516853
,random,2,10,0.0,10,10,0.0005,True,0.803370786516853
,best,10,1,0.0,0.5,100,1e-05,True,0.8019662921348311
,best,10,1,0.0,0.5,100,0.0,True,0.8019662921348311
,best,2,1,0.0,,10,0.0005,True,0.8019662921348311
,best,10,1,0.0,0.5,100,1e-05,False,0.8019662921348311
,random,10,10,0.0,,100,0.0005,False,0.8019662921348311
,random,2,10,0.0,,100,0.0005,True,0.8019662921348311
,random,10,10,0.0,,10,0.0,True,0.8005617977528091
,random,2,10,0.0,0.5,10,1e-05,True,0.8005617977528091
,random,2,10,0.0,,10,0.0005,True,0.8005617977528091
,random,10,1,0.0,10,100,0.0005,False,0.8005617977528091
,random,2,10,0.0,,10,0.0005,False,0.8005617977528091
,random,2,10,0.0,,,0.0,True,0.799157303370786
,best,10,10,0.0,10,100,1e-05,False,0.799157303370786
,best,10,10,0.0,10,100,0.0005,True,0.799157303370786
,best,10,10,0.0,auto,,0.0005,False,0.799157303370786
,best,2,10,0.0,10,100,1e-05,False,0.799157303370786
,best,2,10,0.0,10,,0.0005,True,0.799157303370786
,best,2,10,0.0,sqrt,,0.0005,False,0.799157303370786
,random,10,1,0.0,,,0.0005,False,0.799157303370786
,random,10,1,0.0,,,0.0005,True,0.799157303370786
,random,10,1,0.0,0.5,10,0.0005,False,0.799157303370786
,random,10,1,0.0,sqrt,100,1e-05,True,0.7977528089887641
,best,100,1,0.0,5,10,1e-05,False,0.7977528089887641
,best,10,1,0.0,0.5,10,0.0005,True,0.7977528089887641
,random,10,1,0.0,0.8,,1e-05,False,0.7977528089887641
,best,100,10,0.0,5,10,0.0,False,0.7977528089887641
,best,2,10,0.0,0.5,10,0.0005,False,0.7977528089887641
,best,2,10,0.0,0.5,10,0.0,False,0.7977528089887641
,best,2,10,0.0,5,100,1e-05,True,0.7977528089887641
,random,10,1,0.0,log2,100,1e-05,False,0.7977528089887641
,best,10,1,0.0,0.5,10,0.0,False,0.7977528089887641
,best,100,10,0.0,5,100,0.0,False,0.7977528089887641
,best,100,10,0.0,5,100,1e-05,True,0.7977528089887641
,best,10,10,0.0,0.5,10,0.0005,True,0.7977528089887641
,best,10,1,0.0,0.8,,1e-05,False,0.7977528089887641
,best,10,10,0.0,0.5,10,1e-05,True,0.7977528089887641
,best,10,1,0.0,0.8,,1e-05,True,0.7977528089887641
,random,10,1,0.0,0.8,,0.0,False,0.7977528089887641
,random,10,1,0.0,auto,100,1e-05,False,0.7977528089887641
,best,100,1,0.0,5,10,0.0005,False,0.7977528089887641
,best,10,1,0.0,,10,0.0005,False,0.796348314606741
,best,2,10,0.0,auto,,1e-05,False,0.796348314606741
,best,2,10,0.0,10,10,1e-05,False,0.796348314606741
,best,10,10,0.0,log2,,1e-05,True,0.796348314606741
,best,10,10,0.0,10,10,1e-05,True,0.796348314606741
,best,2,10,0.0,auto,,1e-05,True,0.796348314606741
,random,2,10,0.0,10,,0.0,False,0.796348314606741
,best,2,10,0.0,log2,,0.0,True,0.796348314606741
,best,2,10,0.0,0.8,10,1e-05,True,0.796348314606741
,random,10,1,0.0,10,10,1e-05,False,0.796348314606741
,random,2,10,0.0,0.8,100,1e-05,True,0.796348314606741
,best,10,10,0.0,0.8,10,0.0,True,0.796348314606741
,best,2,10,0.0,0.8,10,0.0,True,0.796348314606741
,best,10,10,0.0,10,10,1e-05,False,0.796348314606741
,best,10,10,0.0,auto,,1e-05,True,0.796348314606741
,best,2,10,0.0,10,10,1e-05,True,0.796348314606741
,best,10,10,0.0,sqrt,,0.0,True,0.796348314606741
,random,2,10,0.0,10,,0.0,True,0.796348314606741
,best,10,10,0.0,0.8,10,0.0,False,0.796348314606741
,random,10,10,0.0,0.5,100,0.0,False,0.796348314606741
,random,2,1,0.0,0.8,100,0.0005,False,0.7949438202247191
,random,2,10,0.0,0.8,10,0.0,True,0.7949438202247191
,best,2,10,0.0,sqrt,100,0.0005,False,0.7949438202247191
,best,10,10,0.0,auto,100,1e-05,True,0.7949438202247191
,random,10,10,0.0,0.8,10,1e-05,True,0.7949438202247191
,random,10,10,0.0,10,100,0.0005,True,0.7949438202247191
,best,2,10,0.0,auto,100,0.0005,True,0.7949438202247191
,random,10,10,0.0,0.8,10,0.0,False,0.7949438202247191
,best,10,10,0.0,auto,100,0.0,False,0.7949438202247191
,best,10,10,0.0,sqrt,100,0.0005,True,0.7949438202247191
,best,100,1,0.0,5,100,0.0005,False,0.7949438202247191
,best,2,10,0.0,sqrt,100,1e-05,False,0.7949438202247191
,random,2,1,0.0,auto,,0.0005,True,0.7949438202247191
,random,2,1,0.0,,100,0.0005,False,0.7949438202247191
,best,2,10,0.0,log2,100,0.0,True,0.7949438202247191
,best,100,10,0.0,,100,0.0,True,0.793539325842696
,random,2,1,0.0,0.5,,0.0005,True,0.793539325842696
,best,100,1,0.0,5,100,0.0,True,0.793539325842696
,best,2,1,0.0,5,10,0.0,False,0.793539325842696
,best,10,10,0.0,0.5,,0.0005,False,0.793539325842696
,random,10,1,0.0,0.8,100,1e-05,True,0.793539325842696
,random,10,10,0.0,0.5,,0.0,False,0.793539325842696
,best,100,10,0.0,,100,1e-05,True,0.793539325842696
,best,100,10,0.0,,10,1e-05,True,0.793539325842696
,random,10,10,0.0,0.5,,1e-05,False,0.793539325842696
,random,10,10,0.0,0.5,,0.0,True,0.793539325842696
,random,2,1,0.0,0.5,,0.0005,False,0.793539325842696
,best,10,1,0.0,0.8,10,0.0005,True,0.7921348314606741
,random,10,10,0.0,10,100,1e-05,True,0.7921348314606741
,best,100,10,0.0,0.8,100,0.0005,False,0.7921348314606741
,best,100,10,0.0,0.8,10,1e-05,False,0.7921348314606741
,random,10,10,0.0,,,0.0005,False,0.7921348314606741
,best,2,1,0.0,0.8,10,0.0,True,0.7921348314606741
,best,100,10,0.0,0.8,10,1e-05,True,0.7921348314606741
,best,2,1,0.0,10,10,0.0005,True,0.7921348314606741
,random,10,10,0.0,,,0.0005,True,0.7921348314606741
,best,2,10,0.0,5,10,0.0005,True,0.7921348314606741
,random,2,10,0.0,10,100,0.0,False,0.7921348314606741
,best,2,1,0.0,10,10,1e-05,True,0.7921348314606741
,best,10,10,0.0,5,10,0.0,False,0.7921348314606741
,random,2,10,0.0,,,0.0005,False,0.7921348314606741
,best,10,1,0.0,0.8,10,0.0,True,0.7921348314606741
,random,2,10,0.0,,,0.0005,True,0.7921348314606741
,best,100,10,0.0,0.8,10,0.0,False,0.7921348314606741
,random,100,10,0.0,,,0.0,False,0.790730337078651
,random,100,1,0.0,0.8,100,1e-05,True,0.790730337078651
,random,100,10,0.0,,100,0.0005,False,0.790730337078651
,random,100,1,0.0,10,100,0.0005,False,0.790730337078651
,best,10,1,0.1,5,,0.0005,True,0.790730337078651
,random,100,10,0.0,,,1e-05,False,0.790730337078651
,random,100,10,0.0,10,10,0.0005,False,0.790730337078651
,random,2,10,0.1,0.5,10,0.0,False,0.790730337078651
,best,100,1,0.1,5,,0.0005,False,0.790730337078651
,best,10,1,0.1,0.5,,0.0,False,0.790730337078651
,random,2,10,0.1,0.5,10,0.0005,False,0.790730337078651
,random,10,10,0.1,0.5,100,0.0,True,0.790730337078651
,random,100,1,0.0,0.8,10,1e-05,True,0.790730337078651
,random,100,1,0.1,0.5,10,0.0005,True,0.790730337078651
,best,10,10,0.1,5,,0.0005,True,0.790730337078651
,best,10,1,0.0,,,0.0,False,0.790730337078651
,best,2,1,0.1,5,,0.0,False,0.790730337078651
,best,2,10,0.1,5,,0.0005,True,0.790730337078651
,best,100,1,0.1,0.5,,1e-05,False,0.790730337078651
,random,10,1,0.1,0.5,100,1e-05,True,0.790730337078651
,random,100,1,0.0,10,10,0.0005,True,0.790730337078651
,best,100,10,0.1,5,,1e-05,False,0.790730337078651
,random,2,1,0.1,0.5,100,1e-05,False,0.790730337078651
,best,10,10,0.1,0.5,,0.0005,False,0.790730337078651
,best,2,1,0.1,0.5,,1e-05,False,0.790730337078651
,best,10,10,0.1,0.5,,0.0,True,0.790730337078651
,random,100,10,0.0,10,100,0.0005,True,0.790730337078651
,random,100,10,0.0,0.8,10,0.0,False,0.790730337078651
,random,10,1,0.1,,,0.0,True,0.790730337078651
,random,10,1,0.1,0.5,10,0.0,False,0.790730337078651
,best,100,10,0.1,5,,1e-05,True,0.790730337078651
,random,100,10,0.0,10,100,1e-05,False,0.790730337078651
,random,100,10,0.1,0.5,100,1e-05,True,0.790730337078651
,best,2,10,0.1,5,,0.0005,False,0.790730337078651
,random,10,1,0.1,0.5,10,1e-05,False,0.790730337078651
,random,100,10,0.0,10,10,0.0005,True,0.790730337078651
,random,2,10,0.1,,,0.0,True,0.790730337078651
,best,2,1,0.1,5,,0.0005,False,0.790730337078651
,random,100,10,0.0,,10,0.0005,False,0.790730337078651
,random,2,1,0.1,0.5,10,0.0005,True,0.790730337078651
,random,100,10,0.0,10,,0.0005,False,0.790730337078651
,random,100,1,0.0,0.8,100,0.0005,True,0.790730337078651
,best,100,1,0.0,0.8,,0.0005,False,0.7893258426966291
,best,2,10,0.0,,10,1e-05,False,0.7893258426966291
,best,10,10,0.0,,10,0.0005,True,0.7893258426966291
,best,100,1,0.0,0.8,,0.0005,True,0.7893258426966291
,random,2,10,0.0,0.8,,0.0005,True,0.7893258426966291
,best,10,10,0.0,,10,1e-05,True,0.7893258426966291
,best,100,10,0.0,0.8,,0.0,True,0.7893258426966291
,best,100,10,0.0,5,,0.0,False,0.7893258426966291
,best,100,10,0.0,5,,0.0005,False,0.7893258426966291
,best,10,10,0.1,10,,1e-05,True,0.787921348314606
,best,100,1,0.0,,10,1e-05,False,0.787921348314606
,best,10,10,0.1,0.8,10,0.0,True,0.787921348314606
,random,10,1,0.1,10,,0.0005,True,0.787921348314606
,best,10,10,0.1,0.8,100,0.0005,False,0.787921348314606
,best,10,1,0.1,,,0.0005,True,0.787921348314606
,best,10,10,0.1,0.8,10,1e-05,True,0.787921348314606
,best,2,10,0.1,,,0.0005,False,0.787921348314606
,best,2,10,0.1,0.8,10,1e-05,False,0.787921348314606
,best,10,1,0.1,,100,0.0,False,0.787921348314606
,best,2,10,0.0,,,0.0,True,0.787921348314606
,random,100,1,0.0,,,0.0,True,0.787921348314606
,best,10,1,0.1,,10,0.0,False,0.787921348314606
,best,2,10,0.1,0.8,100,0.0,False,0.787921348314606
,best,10,1,0.1,,,0.0,False,0.787921348314606
,best,2,1,0.1,,10,0.0,True,0.787921348314606
,random,100,10,0.1,,,0.0,False,0.787921348314606
,best,100,1,0.0,0.5,100,1e-05,False,0.787921348314606
,best,10,10,0.1,,10,0.0005,True,0.787921348314606
,best,2,1,0.1,,10,0.0005,True,0.787921348314606
,best,2,1,0.1,0.8,10,0.0,True,0.787921348314606
,random,100,1,0.0,,100,0.0,True,0.787921348314606
,best,10,10,0.1,10,,0.0,True,0.787921348314606
,best,100,1,0.0,,100,1e-05,True,0.787921348314606
,best,10,10,0.0,,,0.0005,True,0.787921348314606
,best,10,1,0.1,0.8,10,0.0005,False,0.787921348314606
,random,100,1,0.0,,,0.0,False,0.787921348314606
,random,100,10,0.1,10,,1e-05,False,0.787921348314606
,random,2,10,0.1,10,,0.0005,True,0.787921348314606
,best,100,1,0.0,0.5,100,0.0005,False,0.787921348314606
,best,10,1,0.1,,100,0.0,True,0.787921348314606
,best,10,1,0.1,,10,1e-05,True,0.787921348314606
,random,2,1,0.1,10,,0.0,False,0.787921348314606
,best,10,10,0.1,,100,0.0005,False,0.787921348314606
,best,2,10,0.0,,100,1e-05,True,0.787921348314606
,best,100,1,0.0,0.5,100,1e-05,True,0.787921348314606
,best,10,10,0.1,0.8,100,0.0,False,0.787921348314606
,best,10,1,0.1,0.8,100,1e-05,True,0.787921348314606
,best,10,10,0.1,,100,1e-05,True,0.787921348314606
,best,2,1,0.1,,100,0.0,False,0.787921348314606
,best,10,10,0.0,,100,0.0005,True,0.787921348314606
,best,100,1,0.0,0.5,10,0.0005,True,0.787921348314606
,best,100,10,0.0,0.5,10,0.0,True,0.787921348314606
,random,10,1,0.1,10,,0.0,True,0.787921348314606
,best,10,10,0.1,10,,0.0005,False,0.787921348314606
,random,100,1,0.0,,10,1e-05,False,0.787921348314606
,best,2,1,0.1,,,0.0,False,0.787921348314606
,best,10,10,0.1,,,1e-05,True,0.787921348314606
,best,10,10,0.0,,100,1e-05,True,0.787921348314606
,random,10,1,0.1,10,,1e-05,True,0.787921348314606
,random,2,1,0.0,5,100,0.0005,True,0.7865168539325841
,best,100,10,0.1,,10,0.0005,False,0.7865168539325841
,best,100,1,0.0,0.8,100,1e-05,False,0.7865168539325841
,best,100,10,0.1,,10,0.0,True,0.7865168539325841
,best,100,1,0.1,10,,1e-05,False,0.7865168539325841
,best,100,10,0.0,10,100,1e-05,True,0.7865168539325841
,best,10,1,0.0,sqrt,,0.0,True,0.7865168539325841
,best,100,1,0.1,,100,0.0,False,0.7865168539325841
,best,100,10,0.1,0.8,10,0.0,True,0.7865168539325841
,best,100,1,0.0,0.8,100,0.0005,True,0.7865168539325841
,best,100,1,0.0,10,100,1e-05,False,0.7865168539325841
,best,100,1,0.0,0.8,10,0.0005,True,0.7865168539325841
,best,10,1,0.0,,100,0.0005,False,0.7865168539325841
,best,100,10,0.1,,,1e-05,False,0.7865168539325841
,best,100,1,0.0,10,10,0.0005,False,0.7865168539325841
,best,100,1,0.0,0.8,100,0.0005,False,0.7865168539325841
,random,10,1,0.1,,,1e-05,True,0.7865168539325841
,random,100,1,0.0,0.8,,1e-05,True,0.785112359550561
,best,10,1,0.0,10,,0.0,True,0.785112359550561
,best,10,100,0.0,0.5,2,0.0,False,0.7837078651685391
,random,10,10,0.1,0.8,2,1e-05,False,0.7837078651685391
,random,10,1,0.1,0.8,2,0.0,False,0.7837078651685391
,random,2,1,0.30000000000000004,10,,1e-05,False,0.7837078651685391
,random,2,100,0.1,,2,0.0005,False,0.7837078651685391
,random,2,10,0.30000000000000004,0.8,10,0.1,True,0.7837078651685391
,best,2,10,0.30000000000000004,5,100,1e-05,False,0.7837078651685391
,random,10,1,0.0,0.5,2,1e-05,True,0.7837078651685391
,best,2,10,0.30000000000000004,5,2,0.1,False,0.7837078651685391
,random,100,100,0.1,,100,0.0005,False,0.7837078651685391
,best,100,100,0.0,5,2,0.0,True,0.7837078651685391
,best,10,10,0.1,5,2,1e-05,False,0.7837078651685391
,best,10,1,0.30000000000000004,0.5,10,1e-05,True,0.7837078651685391
,random,10,10,0.30000000000000004,,10,0.0,True,0.7837078651685391
,random,2,100,0.30000000000000004,0.5,10,1e-05,True,0.7837078651685391
,best,100,1,0.1,5,10,0.0005,False,0.7837078651685391
,random,10,10,0.0,,2,0.1,True,0.7837078651685391
,random,2,100,0.0,0.5,100,0.0,True,0.7837078651685391
,random,100,10,0.1,,2,1e-05,False,0.7837078651685391
,best,10,1,0.30000000000000004,5,100,1e-05,False,0.7837078651685391
,best,100,10,0.30000000000000004,5,,0.1,True,0.7837078651685391
,random,2,1,0.1,10,100,0.0,True,0.7837078651685391
,best,2,10,0.30000000000000004,5,,0.1,False,0.7837078651685391
,best,2,100,0.1,0.5,10,0.0,True,0.7837078651685391
,best,10,100,0.0,5,10,0.1,True,0.7837078651685391
,random,10,10,0.0,0.5,100,0.1,True,0.7837078651685391
,random,10,100,0.1,0.8,2,1e-05,True,0.7837078651685391
,random,100,100,0.0,,10,0.0005,False,0.7837078651685391
,random,2,100,0.30000000000000004,0.8,100,0.0005,False,0.7837078651685391
,random,100,100,0.30000000000000004,10,10,0.1,False,0.7837078651685391
,random,100,10,0.30000000000000004,,2,0.0005,True,0.7837078651685391
,best,10,100,0.30000000000000004,5,10,0.1,False,0.7837078651685391
,random,2,10,0.30000000000000004,,2,1e-05,False,0.7837078651685391
,random,10,100,0.1,,100,0.0,True,0.7837078651685391
,random,2,100,0.0,0.8,,0.0,False,0.7837078651685391
,best,100,100,0.0,5,,0.1,True,0.7837078651685391
,best,10,10,0.1,5,2,0.0,True,0.7837078651685391
,random,10,1,0.1,0.5,,0.1,False,0.7837078651685391
,random,100,10,0.0,0.8,100,0.1,True,0.7837078651685391
,best,10,1,0.30000000000000004,5,,0.1,False,0.7837078651685391
,random,100,100,0.1,,,0.1,False,0.7837078651685391
,random,2,10,0.30000000000000004,10,100,0.0005,True,0.7837078651685391
,random,2,1,0.0,,2,1e-05,True,0.7837078651685391
,random,2,1,0.1,0.8,,0.0005,False,0.7837078651685391
,random,10,10,0.1,,10,1e-05,True,0.7837078651685391
,best,100,1,0.30000000000000004,5,2,0.1,False,0.7837078651685391
,random,10,10,0.30000000000000004,0.5,,1e-05,False,0.7837078651685391
,random,10,1,0.1,0.8,10,0.0005,False,0.7837078651685391
,best,2,100,0.1,0.5,2,0.1,True,0.7837078651685391
,random,2,100,0.1,0.5,10,0.0,True,0.7837078651685391
,random,10,1,0.30000000000000004,0.5,10,0.0,True,0.7837078651685391
,random,2,1,0.0,0.8,2,0.0,False,0.7837078651685391
,best,2,100,0.1,5,,0.1,False,0.7837078651685391
,best,2,1,0.30000000000000004,5,2,0.1,False,0.7837078651685391
,random,2,100,0.0,0.8,,1e-05,True,0.7837078651685391
,best,2,10,0.30000000000000004,0.5,2,0.1,False,0.7837078651685391
,random,10,100,0.1,0.8,100,0.0,False,0.7837078651685391
,random,2,10,0.0,10,2,0.0,True,0.7837078651685391
,random,100,1,0.1,0.5,,0.0005,True,0.7837078651685391
,random,100,10,0.1,10,2,0.1,False,0.7837078651685391
,random,10,1,0.30000000000000004,,2,0.0005,True,0.7837078651685391
,random,100,10,0.1,,,0.1,False,0.7837078651685391
,random,100,100,0.30000000000000004,0.8,10,0.0005,False,0.7837078651685391
,random,2,10,0.30000000000000004,0.5,100,0.0005,False,0.7837078651685391
,random,2,10,0.0,0.8,2,0.1,True,0.7837078651685391
,best,100,10,0.1,5,100,0.0005,True,0.7837078651685391
,random,2,10,0.0,10,100,0.1,False,0.7837078651685391
,random,10,1,0.0,0.8,100,0.1,True,0.7837078651685391
,random,10,10,0.30000000000000004,0.5,10,0.1,False,0.7837078651685391
,random,100,100,0.1,0.5,2,0.0005,False,0.7837078651685391
,random,10,100,0.1,0.5,10,0.0,True,0.7837078651685391
,best,100,100,0.1,0.5,10,0.1,False,0.7837078651685391
,random,2,10,0.30000000000000004,10,2,0.0005,True,0.7837078651685391
,best,10,10,0.1,5,10,0.0005,False,0.7837078651685391
,random,100,1,0.1,,,1e-05,True,0.7837078651685391
,random,100,100,0.1,0.8,100,1e-05,True,0.7837078651685391
,random,2,1,0.30000000000000004,10,10,1e-05,True,0.7837078651685391
,best,2,10,0.30000000000000004,5,,0.1,True,0.7837078651685391
,random,100,1,0.1,0.8,10,0.0,False,0.7837078651685391
,best,100,1,0.1,5,100,0.0,False,0.7837078651685391
,best,10,100,0.1,0.5,2,0.0005,False,0.7837078651685391
,random,10,100,0.30000000000000004,,,0.0,True,0.7837078651685391
,best,100,1,0.30000000000000004,5,10,0.0005,True,0.7837078651685391
,best,10,100,0.1,5,,0.1,False,0.7837078651685391
,random,2,10,0.30000000000000004,0.5,2,0.1,False,0.7837078651685391
,random,100,1,0.30000000000000004,10,100,0.0,True,0.7837078651685391
,best,100,1,0.1,0.5,,0.1,False,0.7837078651685391
,best,2,1,0.30000000000000004,5,,0.1,False,0.7837078651685391
,best,10,100,0.1,0.5,,0.0005,True,0.7837078651685391
,random,2,10,0.0,10,2,0.0,False,0.7837078651685391
,best,2,100,0.30000000000000004,0.5,,1e-05,False,0.7837078651685391
,random,100,1,0.30000000000000004,10,10,0.1,False,0.7837078651685391
,random,2,100,0.0,0.5,10,0.1,False,0.7837078651685391
,random,2,100,0.30000000000000004,,2,0.1,False,0.7837078651685391
,random,100,1,0.30000000000000004,,100,0.0,True,0.7837078651685391
,best,10,100,0.30000000000000004,0.5,2,0.1,True,0.7837078651685391
,best,2,10,0.0,5,,0.0,True,0.7837078651685391
,random,10,100,0.1,10,2,0.0,True,0.7837078651685391
,random,2,10,0.1,,,0.0005,False,0.7837078651685391
,random,10,100,0.0,10,,0.0,False,0.7837078651685391
,random,100,100,0.0,0.8,,0.1,False,0.7837078651685391
,random,100,10,0.1,,2,0.0,True,0.7837078651685391
,best,2,100,0.0,5,2,0.1,False,0.7837078651685391
,random,10,10,0.0,,2,0.0,True,0.7837078651685391
,random,2,1,0.0,0.5,2,1e-05,True,0.7837078651685391
,random,100,100,0.1,,,0.0,False,0.7837078651685391
,best,100,10,0.1,5,2,1e-05,True,0.7837078651685391
,best,100,100,0.30000000000000004,0.5,10,0.0005,False,0.7837078651685391
,best,2,100,0.30000000000000004,0.5,2,0.0005,True,0.7837078651685391
,best,100,100,0.0,0.5,10,0.0,False,0.7837078651685391
,best,10,100,0.30000000000000004,5,100,1e-05,False,0.7837078651685391
,random,100,100,0.30000000000000004,10,,0.0,False,0.7837078651685391
,random,100,10,0.30000000000000004,0.8,2,1e-05,True,0.7837078651685391
,random,100,10,0.30000000000000004,0.5,100,0.0,True,0.7837078651685391
,random,2,100,0.1,0.8,,0.0,False,0.7837078651685391
,random,2,1,0.0,0.5,2,1e-05,False,0.7837078651685391
,best,10,10,0.0,5,,0.0,False,0.7837078651685391
,best,100,100,0.30000000000000004,0.5,10,1e-05,True,0.7837078651685391
,best,2,10,0.30000000000000004,0.5,10,0.0005,False,0.7837078651685391
,random,100,1,0.30000000000000004,,2,0.0,True,0.7837078651685391
,random,2,100,0.30000000000000004,10,100,0.0005,False,0.7837078651685391
,random,2,100,0.30000000000000004,0.5,10,0.0,True,0.7837078651685391
,random,2,100,0.1,0.5,10,1e-05,False,0.7837078651685391
,random,10,1,0.30000000000000004,0.5,2,0.1,False,0.7837078651685391
,random,100,1,0.0,10,100,0.1,True,0.7837078651685391
,random,2,100,0.0,,100,0.0005,False,0.7837078651685391
,random,100,100,0.30000000000000004,10,10,1e-05,True,0.7837078651685391
,random,10,1,0.30000000000000004,0.8,100,1e-05,True,0.7837078651685391
,best,100,1,0.1,5,100,1e-05,False,0.7837078651685391
,random,2,1,0.30000000000000004,0.5,100,1e-05,False,0.7837078651685391
,best,10,100,0.30000000000000004,0.5,10,0.1,False,0.7837078651685391
,random,2,10,0.30000000000000004,0.8,100,0.0,False,0.7837078651685391
,random,2,100,0.1,,2,0.0005,True,0.7837078651685391
,random,10,100,0.1,0.5,10,1e-05,True,0.7837078651685391
,random,100,10,0.1,10,,0.1,False,0.7837078651685391
,random,10,10,0.30000000000000004,0.5,2,0.0005,False,0.7837078651685391
,random,100,1,0.30000000000000004,,100,0.0005,False,0.7837078651685391
,random,100,10,0.1,10,2,0.0005,True,0.7837078651685391
,random,10,100,0.30000000000000004,,,0.0005,True,0.7837078651685391
,best,2,1,0.1,0.5,100,0.1,True,0.7837078651685391
,random,2,100,0.1,0.5,100,1e-05,False,0.7837078651685391
,best,100,1,0.1,5,2,1e-05,True,0.7837078651685391
,best,10,100,0.30000000000000004,5,,0.0005,False,0.7837078651685391
,random,100,1,0.1,10,2,0.0,True,0.7837078651685391
,random,100,100,0.1,0.5,2,1e-05,False,0.7837078651685391
,best,10,1,0.0,0.5,2,1e-05,False,0.7837078651685391
,random,100,100,0.0,,2,0.0,True,0.7837078651685391
,random,100,1,0.30000000000000004,0.5,10,0.0005,False,0.7837078651685391
,random,2,100,0.1,0.8,100,0.1,True,0.7837078651685391
,best,10,1,0.1,5,10,0.0,False,0.7837078651685391
,best,10,100,0.0,0.5,2,1e-05,True,0.7837078651685391
,random,10,10,0.30000000000000004,10,100,0.0005,False,0.7837078651685391
,best,100,100,0.1,0.5,2,1e-05,True,0.7837078651685391
,best,100,1,0.0,5,2,1e-05,False,0.7837078651685391
,best,10,1,0.0,5,2,1e-05,False,0.7837078651685391
,best,10,100,0.1,0.5,10,0.0005,False,0.7837078651685391
,random,100,100,0.1,0.5,,0.0005,True,0.7837078651685391
,random,2,1,0.0,,2,0.1,False,0.7837078651685391
,random,10,10,0.1,0.8,10,0.1,True,0.7837078651685391
,random,100,1,0.1,,,1e-05,False,0.7837078651685391
,random,2,100,0.30000000000000004,,100,0.0,False,0.7837078651685391
,random,10,100,0.30000000000000004,0.5,,1e-05,True,0.7837078651685391
,random,100,10,0.0,,2,0.0,False,0.7837078651685391
,best,10,100,0.1,0.5,100,0.0005,False,0.7837078651685391
,best,100,100,0.30000000000000004,5,2,0.0,True,0.7837078651685391
,best,2,100,0.30000000000000004,0.5,2,0.1,True,0.7837078651685391
,random,2,10,0.30000000000000004,10,10,1e-05,False,0.7837078651685391
,best,10,1,0.1,5,,0.1,True,0.7837078651685391
,random,2,10,0.1,10,10,0.0005,True,0.7837078651685391
,random,2,1,0.0,10,2,1e-05,True,0.7837078651685391
,random,2,1,0.1,10,100,0.0005,True,0.7837078651685391
,random,100,1,0.1,,100,0.0005,False,0.7837078651685391
,random,10,100,0.30000000000000004,,100,0.0,True,0.7837078651685391
,random,10,100,0.30000000000000004,0.8,100,0.0005,True,0.7837078651685391
,best,10,1,0.1,0.5,2,0.0,True,0.7837078651685391
,random,10,10,0.1,0.5,2,0.0005,False,0.7837078651685391
,best,2,100,0.1,5,,1e-05,False,0.7837078651685391
,random,2,100,0.30000000000000004,0.5,,0.1,True,0.7837078651685391
,random,10,100,0.0,0.8,10,0.0005,True,0.7837078651685391
,random,100,100,0.0,10,10,0.0005,False,0.7837078651685391
,random,2,100,0.30000000000000004,0.8,10,1e-05,True,0.7837078651685391
,random,100,10,0.0,10,2,1e-05,True,0.7837078651685391
,random,100,100,0.0,0.8,10,0.1,False,0.7837078651685391
,best,2,100,0.30000000000000004,5,,1e-05,True,0.7837078651685391
,random,10,10,0.1,0.8,10,1e-05,True,0.7837078651685391
,random,2,10,0.0,0.8,2,0.0005,False,0.7837078651685391
,random,2,10,0.0,,,0.1,False,0.7837078651685391
,best,10,100,0.30000000000000004,0.5,100,0.0,False,0.7837078651685391
,random,10,10,0.30000000000000004,,100,1e-05,True,0.7837078651685391
,best,2,100,0.30000000000000004,0.5,10,0.1,False,0.7837078651685391
,best,2,100,0.30000000000000004,5,10,0.0,True,0.7837078651685391
,best,10,100,0.30000000000000004,0.5,10,0.0,False,0.7837078651685391
,random,2,100,0.30000000000000004,0.8,10,0.0,False,0.7837078651685391
,random,10,10,0.1,0.5,,0.0005,False,0.7837078651685391
,random,100,1,0.1,0.8,100,0.0005,False,0.7837078651685391
,random,100,1,0.30000000000000004,,10,1e-05,True,0.7837078651685391
